11|1,236|2,250|3,0|4,0|5,0|6,215|7,0|8,0|9,0|10,0|11,0|12,0|13,0|14,0|15,0|16,128|17,0|18,182|19,206|20,0|21,0|22,0|23,0|24,190|25,0|26,0|27,0|28,0|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,209|39,0|40,0
12|1,0|2,194|3,200|4,160|5,0|6,0|7,176|8,0|9,0|10,246|11,0|12,0|13,0|14,0|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,0|24,0|25,0|26,0|27,0|28,218|29,70|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
13|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,0|9,0|10,0|11,0|12,0|13,0|14,0|15,100|16,0|17,0|18,0|19,246|20,203|21,0|22,0|23,0|24,0|25,0|26,163|27,208|28,0|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,32|37,188|38,0|39,0|40,0
14|1,0|2,0|3,224|4,0|5,0|6,0|7,175|8,0|9,0|10,0|11,0|12,0|13,0|14,0|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,209|24,0|25,89|26,0|27,0|28,0|29,0|30,30|31,0|32,234|33,0|34,144|35,0|36,0|37,0|38,0|39,0|40,219
15|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,0|9,0|10,0|11,0|12,0|13,100|14,0|15,0|16,0|17,0|18,0|19,174|20,0|21,0|22,0|23,0|24,0|25,0|26,195|27,0|28,0|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,126|37,0|38,0|39,0|40,0
16|1,102|2,0|3,0|4,0|5,0|6,171|7,0|8,0|9,143|10,0|11,128|12,0|13,0|14,0|15,0|16,0|17,213|18,113|19,78|20,0|21,0|22,199|23,0|24,62|25,0|26,163|27,0|28,0|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
17|1,111|2,0|3,0|4,0|5,0|6,204|7,0|8,112|9,70|10,0|11,0|12,0|13,0|14,0|15,0|16,213|17,0|18,165|19,189|20,239|21,0|22,14|23,112|24,153|25,0|26,106|27,243|28,0|29,0|30,0|31,88|32,0|33,0|34,224|35,209|36,0|37,0|38,0|39,0|40,236
18|1,54|2,227|3,177|4,0|5,0|6,57|7,240|8,0|9,105|10,0|11,182|12,0|13,0|14,0|15,0|16,113|17,165|18,0|19,191|20,0|21,0|22,150|23,248|24,53|25,0|26,0|27,0|28,0|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
19|1,180|2,0|3,0|4,0|5,0|6,249|7,0|8,0|9,220|10,0|11,206|12,0|13,246|14,0|15,174|16,78|17,189|18,191|19,0|20,0|21,0|22,207|23,0|24,140|25,0|26,85|27,0|28,0|29,0|30,0|31,246|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
20|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,130|9,0|10,0|11,0|12,0|13,203|14,0|15,0|16,0|17,239|18,0|19,0|20,0|21,0|22,0|23,0|24,0|25,0|26,0|27,4|28,0|29,0|30,0|31,150|32,0|33,0|34,0|35,0|36,239|37,0|38,0|39,0|40,0
21|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,0|9,0|10,57|11,0|12,0|13,0|14,0|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,0|24,0|25,0|26,0|27,0|28,236|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
22|1,97|2,0|3,0|4,0|5,0|6,189|7,0|8,157|9,56|10,0|11,0|12,0|13,0|14,0|15,0|16,199|17,14|18,150|19,207|20,0|21,0|22,0|23,98|24,138|25,0|26,122|27,0|28,0|29,0|30,0|31,134|32,0|33,0|34,207|35,180|36,0|37,0|38,0|39,0|40,222
23|1,194|2,0|3,205|4,0|5,170|6,0|7,0|8,0|9,154|10,0|11,0|12,0|13,0|14,209|15,0|16,0|17,112|18,248|19,0|20,0|21,0|22,98|23,0|24,237|25,187|26,220|27,0|28,0|29,0|30,211|31,231|32,0|33,0|34,100|35,79|36,0|37,0|38,0|39,241|40,120
24|1,40|2,0|3,230|4,0|5,0|6,111|7,0|8,0|9,82|10,0|11,190|12,0|13,0|14,0|15,0|16,62|17,153|18,53|19,140|20,0|21,0|22,138|23,237|24,0|25,0|26,225|27,0|28,0|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
25|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,0|9,0|10,0|11,0|12,0|13,0|14,89|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,187|24,0|25,0|26,0|27,0|28,0|29,0|30,82|31,0|32,0|33,0|34,202|35,0|36,0|37,0|38,0|39,228|40,107
26|1,219|2,0|3,0|4,0|5,0|6,0|7,0|8,187|9,178|10,0|11,0|12,0|13,163|14,0|15,195|16,163|17,106|18,0|19,85|20,0|21,0|22,122|23,220|24,225|25,0|26,0|27,0|28,0|29,0|30,0|31,163|32,0|33,0|34,0|35,0|36,190|37,0|38,0|39,0|40,0
27|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,135|9,0|10,0|11,0|12,0|13,208|14,0|15,0|16,0|17,243|18,0|19,0|20,4|21,0|22,0|23,0|24,0|25,0|26,0|27,0|28,0|29,0|30,0|31,163|32,0|33,0|34,0|35,0|36,243|37,0|38,0|39,0|40,0
28|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,0|9,0|10,178|11,0|12,218|13,0|14,0|15,0|16,0|17,0|18,0|19,0|20,0|21,236|22,0|23,0|24,0|25,0|26,0|27,0|28,0|29,191|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
29|1,0|2,0|3,0|4,213|5,0|6,0|7,236|8,0|9,0|10,244|11,0|12,70|13,0|14,0|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,0|24,0|25,0|26,191|27,0|28,191|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
30|1,0|2,0|3,228|4,0|5,0|6,0|7,180|8,0|9,0|10,0|11,0|12,0|13,0|14,30|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,211|24,0|25,82|26,0|27,0|28,0|29,0|30,0|31,0|32,232|33,0|34,171|35,0|36,0|37,0|38,0|39,0|40,225
31|1,230|2,0|3,0|4,0|5,0|6,0|7,0|8,24|9,189|10,0|11,0|12,0|13,0|14,0|15,0|16,0|17,88|18,0|19,246|20,150|21,0|22,134|23,231|24,0|25,0|26,0|27,163|28,0|29,0|30,0|31,0|32,0|33,198|34,0|35,0|36,0|37,0|38,0|39,0|40,0
32|1,0|2,0|3,233|4,0|5,0|6,0|7,150|8,0|9,0|10,0|11,0|12,0|13,0|14,234|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,0|24,0|25,0|26,0|27,0|28,0|29,0|30,232|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
33|1,0|2,0|3,0|4,0|5,166|6,0|7,0|8,178|9,0|10,0|11,0|12,0|13,0|14,0|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,0|24,0|25,0|26,0|27,0|28,0|29,0|30,0|31,198|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,240|40,0
34|1,212|2,0|3,103|4,0|5,0|6,223|7,166|8,0|9,173|10,0|11,0|12,0|13,0|14,144|15,0|16,0|17,224|18,0|19,0|20,0|21,0|22,207|23,100|24,0|25,202|26,0|27,0|28,0|29,0|30,171|31,0|32,0|33,0|34,0|35,186|36,0|37,0|38,0|39,0|40,219
35|1,0|2,0|3,0|4,0|5,91|6,0|7,0|8,0|9,236|10,0|11,0|12,0|13,0|14,0|15,0|16,0|17,209|18,0|19,0|20,0|21,0|22,180|23,79|24,0|25,0|26,186|27,0|28,0|29,0|30,0|31,0|32,0|33,0|34,186|35,0|36,0|37,0|38,0|39,0|40,199
36|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,0|9,0|10,0|11,0|12,0|13,32|14,0|15,126|16,0|17,0|18,0|19,0|20,239|21,0|22,0|23,0|24,0|25,0|26,0|27,243|28,0|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,208|38,0|39,0|40,0
37|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,0|9,0|10,0|11,0|12,0|13,188|14,0|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,0|24,0|25,0|26,208|27,0|28,0|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,208|37,0|38,0|39,0|40,0
38|1,0|2,0|3,0|4,0|5,0|6,0|7,0|8,0|9,0|10,0|11,209|12,0|13,0|14,0|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,0|24,0|25,0|26,0|27,0|28,0|29,0|30,0|31,0|32,0|33,0|34,0|35,0|36,0|37,0|38,0|39,0|40,0
39|1,0|2,0|3,0|4,0|5,83|6,0|7,0|8,0|9,0|10,0|11,0|12,0|13,0|14,0|15,0|16,0|17,0|18,0|19,0|20,0|21,0|22,0|23,241|24,0|25,228|26,0|27,0|28,0|29,0|30,0|31,0|32,0|33,240|34,0|35,0|36,0|37,0|38,0|39,0|40,121
40|1,0|2,0|3,0|4,0|5,190|6,0|7,0|8,0|9,0|10,0|11,0|12,0|13,0|14,219|15,0|16,0|17,236|18,0|19,0|20,0|21,0|22,222|23,120|24,0|25,107|26,121|27,0|28,0|29,0|30,225|31,0|32,0|33,0|34,219|35,199|36,0|37,0|38,0|39,121|40,0
